Entry	Gene names	Entry name	Cross-reference (GeneID)
P0C6A0	ZGLP1 GLP1	ZGLP1_HUMAN	100125288
Q96DN2	VWCE URG11	VWCE_HUMAN	220001
Q9GZL7	WDR12	WDR12_HUMAN	55759
Q5JTN6	WDR38	WDR38_HUMAN	401551
Q9Y2I8	WDR37 KIAA0982	WDR37_HUMAN	22884
P49910	ZNF165 ZPF165 ZSCAN7	ZN165_HUMAN	7718
O43296	ZNF264 KIAA0412	ZN264_HUMAN	9422
Q96BR6	ZNF669	ZN669_HUMAN	79862
Q9H0M5	ZNF700	ZN700_HUMAN	90592
Q3SXZ3	ZNF718	ZN718_HUMAN	255403
Q8IUB5	WFDC13 C20orf138 WAP13	WFD13_HUMAN	164237
P98155	VLDLR	VLDLR_HUMAN	7436
Q7Z5H4	VN1R5 V1RL5	VN1R5_HUMAN	317705
P36543	ATP6V1E1 ATP6E ATP6E2	VATE1_HUMAN	529
Q69YI7	NAIF1 C9orf90	NAIF1_HUMAN	203245
P23515	OMG OMGP	OMGP_HUMAN	4974
P0DPF2	NBPF20	NBPFK_HUMAN	100288142
O95803	NDST3 HSST3 UNQ2544/PRO4998	NDST3_HUMAN	9348
O00232	PSMD12	PSD12_HUMAN	5718
Q9H3R1	NDST4 HSST4	NDST4_HUMAN	64579
Q8TAP9	MPLKIP C7orf11 TTDN1	MPLKI_HUMAN	136647
Q9NVZ3	NECAP2	NECP2_HUMAN	55707
Q14764	MVP LRP	MVP_HUMAN	9961
Q8NCF5	NFATC2IP NIP45	NF2IP_HUMAN	84901
Q14324	MYBPC2 MYBPCF	MYPC2_HUMAN	4606
Q8WXR4	MYO3B	MYO3B_HUMAN	140469
Q6ZSM3	SLC16A12 MCT12	MOT12_HUMAN	387700
Q92186	ST8SIA2 SIAT8B STX	SIA8B_HUMAN	8128
Q92185	ST8SIA1 SIAT8 SIAT8A	SIA8A_HUMAN	6489
Q08ET2	SIGLEC14 UNQ294/PRO333	SIG14_HUMAN	100049587
A8MWV9	SMIM34A	SM34A_HUMAN	
Q658L1	SAXO2 FAM154B	SAXO2_HUMAN	283726
O95486	SEC24A	SC24A_HUMAN	10802
P50991	CCT4 CCTD SRB	TCPD_HUMAN	10575
Q9BRJ7	NUDT16L1 SDOS TIRR	TIRR_HUMAN	84309
Q96H15	TIMD4 TIM4	TIMD4_HUMAN	91937
O43897	TLL1 TLL	TLL1_HUMAN	7092
Q96GX1	TCTN2 C12orf38 TECT2	TECT2_HUMAN	79867
Q12893	TMEM115 PL6 LUCA11.2	TM115_HUMAN	11070
Q01831	XPC XPCC	XPC_HUMAN	7508
A0A1B0GX68	TRBV2	TVB2_HUMAN	
Q8N976		YG039_HUMAN	
A0A577	TRBV4-1 TCRBV7S1A1N2T	TVB41_HUMAN	
A0A0C4DH59	TRBV5-4	TVB54_HUMAN	
O75312	ZPR1 ZNF259	ZPR1_HUMAN	8882
Q12792	TWF1 PTK9	TWF1_HUMAN	5756
Q8NB14	USP38 KIAA1891	UBP38_HUMAN	84640
Q8TE23	TAS1R2 GPR71 T1R2 TR2	TS1R2_HUMAN	80834
Q9BS34	ZNF670	ZN670_HUMAN	93474
Q9UNY5	ZNF232 ZSCAN11	ZN232_HUMAN	7775
Q9P2F9	ZNF319 KIAA1388	ZN319_HUMAN	57567
O76024	WFS1	WFS1_HUMAN	7466
P40337	VHL	VHL_HUMAN	7428
Q68DI1	ZNF776	ZN776_HUMAN	284309
Q9H8G1	ZNF430	ZN430_HUMAN	80264
Q86VK4	ZNF410 APA1	ZN410_HUMAN	57862
Q8N782	ZNF525 KIAA1979	ZN525_HUMAN	
Q96SK3	ZNF607	ZN607_HUMAN	84775
Q96QS1	TSPAN32 PHEMX TSSC6	TSN32_HUMAN	10077
Q9H892	TTC12	TTC12_HUMAN	54970
Q9Y3V2	RWDD3 RSUME	RWDD3_HUMAN	25950
Q9Y2C5	SLC17A4	S17A4_HUMAN	10050
Q8WU08	STK32A YANK1	ST32A_HUMAN	202374
P60468	SEC61B	SC61B_HUMAN	10952
Q6PIS1	SLC23A3 E2BP3 SVCT3	S23A3_HUMAN	151295
Q9UPR3	SMG5 EST1B KIAA1089	SMG5_HUMAN	23381
Q12770	SCAP KIAA0199 PSEC0227	SCAP_HUMAN	22937
O60499	STX10 SYN10	STX10_HUMAN	8677
Q9Y3I0	RTCB C22orf28 HSPC117	RTCB_HUMAN	51493
Q8WV15	TMEM255B FAM70B	T255B_HUMAN	348013
Q03167	TGFBR3	TGBR3_HUMAN	7049
Q9NYV9	TAS2R13	T2R13_HUMAN	50838
Q9NYV7	TAS2R16	T2R16_HUMAN	50833
Q9NYV8	TAS2R14	T2R14_HUMAN	50840
P61266	STX1B STX1B1 STX1B2	STX1B_HUMAN	112755
O43548	TGM5 TGMX	TGM5_HUMAN	9333
Q6ZS92		YD022_HUMAN	
Q08188	TGM3	TGM3_HUMAN	7053
Q8IVF5	TIAM2 KIAA2016 STEF	TIAM2_HUMAN	26230
P59534	TAS2R39	T2R39_HUMAN	259285
P08621	SNRNP70 RNPU1Z RPU1 SNRP70 U1AP1	RU17_HUMAN	6625
Q71UM5	RPS27L	RS27L_HUMAN	51065
Q9NVR7	TBCCD1	TBCC1_HUMAN	55171
A6NDS4	TBC1D3B TBC1D3I	TBC3B_HUMAN	414059
Q96CE8	TM4SF18	T4S18_HUMAN	116441
O60603	TLR2 TIL4	TLR2_HUMAN	7097
Q8N8B7	TCEANC	TEANC_HUMAN	170082
P42680	TEC PSCTK4	TEC_HUMAN	7006
Q96PL2	TECTB	TECTB_HUMAN	6975
Q9NV29	TMEM100	TM100_HUMAN	55273
P0CAT3	TLX1NB TDI	TLXNB_HUMAN	
A0AVI4	TMEM129	TM129_HUMAN	92305
O43763	TLX2 HOX11L1 NCX	TLX2_HUMAN	3196
Q8IYR6	TMEFF1 C9orf2	TEFF1_HUMAN	100526694
P49427	CDC34 UBCH3 UBE2R1	UB2R1_HUMAN	997
P22415	USF1 BHLHB11 USF	USF1_HUMAN	7391
Q6ZVU0		YK022_HUMAN	
Q6ZS52		YF013_HUMAN	
Q8N814		YG045_HUMAN	
A6NDN8		UBIML_HUMAN	
P45974	USP5 ISOT	UBP5_HUMAN	8078
Q8NBS9	TXNDC5 TLP46 UNQ364/PRO700	TXND5_HUMAN	81567
Q9H977	WDR54	WDR54_HUMAN	84058
Q15326	ZMYND11 BRAM1 BS69	ZMY11_HUMAN	10771
Q8IZC7	ZNF101	ZN101_HUMAN	94039
Q7Z5U6	WDR53	WDR53_HUMAN	348793
O75800	ZMYND10 BLU LUCA12.4	ZMY10_HUMAN	51364
O75437	ZNF254 BMZF5 ZNF539 ZNF91L	ZN254_HUMAN	9534
Q9UPW8	UNC13A KIAA1032	UN13A_HUMAN	23025
Q8IWX7	UNC45B CMYA4 UNC45	UN45B_HUMAN	146862
Q9NWS9	ZNF446 ZKSCAN20	ZN446_HUMAN	55663
Q96N95	ZNF396 ZSCAN14	ZN396_HUMAN	252884
A6NDX5	ZNF840P C20orf157 ZNF840	ZN840_HUMAN	
Q6UXR8	UNQ6493/PRO21345	YS001_HUMAN	
Q6PG37	ZNF790	ZN790_HUMAN	388536
P0CG24	ZNF883	ZN883_HUMAN	169834
Q32M78	ZNF699	ZN699_HUMAN	374879
Q08ER8	ZNF543	ZN543_HUMAN	125919
Q8ND25	ZNRF1 NIN283	ZNRF1_HUMAN	84937
Q03936	ZNF92	ZNF92_HUMAN	168374
Q8IVP9	ZNF547	ZN547_HUMAN	284306
Q8NDQ6	ZNF540 Nbla10512	ZN540_HUMAN	163255
Q96PF2	TSSK2 DGSG SPOGA2 STK22B	TSSK2_HUMAN	23617
Q69YN4	VIRMA KIAA1429 MSTP054	VIR_HUMAN	25962
P56705	WNT4 UNQ426/PRO864	WNT4_HUMAN	54361
Q5T7W7	TSTD2 C9orf97 PP4189	TSTD2_HUMAN	158427
Q5SRH9	TTC39A C1orf34 KIAA0452	TT39A_HUMAN	22996
Q9UK55	SERPINA10 ZPI UNQ707/PRO1358	ZPI_HUMAN	51156
O14904	WNT9A WNT14	WNT9A_HUMAN	7483
Q93098	WNT8B	WNT8B_HUMAN	7479
Q9H1J5	WNT8A WNT8D	WNT8A_HUMAN	7478
Q8N9L7		YV006_HUMAN	
Q06455	RUNX1T1 AML1T1 CBFA2T1 CDR ETO MTG8 ZMYND2	MTG8_HUMAN	862
Q9H1R3	MYLK2	MYLK2_HUMAN	85366
Q9HD23	MRS2 HPT MRS2L	MRS2_HUMAN	57380
Q5VT25	CDC42BPA KIAA0451	MRCKA_HUMAN	8476
Q8NFP0	PXT1 STEPP	PXT1_HUMAN	222659
P0DMW2	NLRP2B CLRX.1 NLRP2P NOD24 POP4	PYDC4_HUMAN	286430
Q01201	RELB	RELB_HUMAN	5971
P04090	RLN2	REL2_HUMAN	6019
Q6GYQ0	RALGAPA1 GARNL1 KIAA0884 TULIP1	RGPA1_HUMAN	253959
Q02833	RASSF7 C11orf13 HRC1	RASF7_HUMAN	8045
P01116	KRAS KRAS2 RASK2	RASK_HUMAN	3845
O14957	UQCR11 UQCR	QCR10_HUMAN	10975
P47804	RGR	RGR_HUMAN	5995
Q8NFH8	REPS2 POB1	REPS2_HUMAN	9185
Q15907	RAB11B YPT3	RB11B_HUMAN	9230
O00194	RAB27B	RB27B_HUMAN	5874
Q9P2R6	RERE ARG ARP ATN1L KIAA0458	RERE_HUMAN	473
Q96DA2	RAB39B	RB39B_HUMAN	116442
Q2TAL8	QRICH1	QRIC1_HUMAN	54870
O60673	REV3L POLZ REV3	REV3L_HUMAN	5980
Q3SYG4	BBS9 PTHB1	PTHB1_HUMAN	27241
Q9NW64	RBM22 ZC3H16 199G4	RBM22_HUMAN	55696
P98175	RBM10 DXS8237E GPATC9 GPATCH9 KIAA0122	RBM10_HUMAN	8241
Q15678	PTPN14 PEZ PTPD2	PTN14_HUMAN	5784
Q9H0F6	SHARPIN SIPL1 PSEC0216	SHRPN_HUMAN	81858
Q9UL33	TRAPPC2L HSPC126	TPC2L_HUMAN	51693
Q5VWG9	TAF3	TAF3_HUMAN	83860
Q9BT92	TCHP	TCHP_HUMAN	84260
Q9H0I9	TKTL2	TKTL2_HUMAN	84076
Q9Y6N9	USH1C AIE75	USH1C_HUMAN	10083
Q8IYN6	UBALD2 FAM100B	UBAD2_HUMAN	283991
Q13336	SLC14A1 HUT11 JK RACH1 UT1 UTE	UT1_HUMAN	6563
O75063	FAM20B KIAA0475	XYLK_HUMAN	9917
Q8NA96		YE027_HUMAN	
O95155	UBE4B HDNB1 KIAA0684 UFD2	UBE4B_HUMAN	10277
O76080	ZFAND5 ZA20D2 ZNF216	ZFAN5_HUMAN	7763
A7E2V4	ZSWIM8 KIAA0913	ZSWM8_HUMAN	23053
O00308	WWP2	WWP2_HUMAN	11060
P37288	AVPR1A AVPR1	V1AR_HUMAN	552
Q96DY7	MTBP	MTBP_HUMAN	27085
Q9Y2K3	MYH15 KIAA1000	MYH15_HUMAN	22989
Q9BT17	MTG1 GTPBP7	MTG1_HUMAN	92170
P23511	NFYA	NFYA_HUMAN	4800
Q9H497	TOR3A ADIR	TOR3A_HUMAN	64222
Q5K651	SAMD9 C7orf5 DRIF1 KIAA2004 OEF1	SAMD9_HUMAN	54809
A0A1B0GUW6	SPEM3	SPEM3_HUMAN	
Q76KD6	SPATC1 SPATA15 SPRN	SPERI_HUMAN	375686
Q6PIZ9	TRAT1 TCRIM HSPC062	TRAT1_HUMAN	50852
P01850	TRBC1	TRBC1_HUMAN	
P0DSE2	TRB	TRBR1_HUMAN	
Q15633	TARBP2 TRBP	TRBP2_HUMAN	6895
O60749	SNX2 TRG9	SNX2_HUMAN	6643
Q5VWJ9	SNX30	SNX30_HUMAN	401548
A0JD36	TRDV2 hDV102S1	TRDV2_HUMAN	
O75830	SERPINI2 MEPI PI14	SPI2_HUMAN	5276
Q86XE0	SNX32 SNX6B	SNX32_HUMAN	254122
O95219	SNX4	SNX4_HUMAN	8723
Q96PN7	TRERF1 BCAR2 RAPA TREP132	TREF1_HUMAN	55809
Q9Y5X1	SNX9 SH3PX1 SH3PXD3A	SNX9_HUMAN	51429
Q9UNH7	SNX6	SNX6_HUMAN	58533
Q8TBC3	SHKBP1 SB1 PP203	SHKB1_HUMAN	92799
Q8IX30	SCUBE3 CEGF3	SCUB3_HUMAN	222663
Q9NP99	TREM1	TREM1_HUMAN	54210
Q9Y6D0	SELENOK SELK HSPC030 HSPC297	SELK_HUMAN	58515
Q6UWV7	SHISAL2A FAM159A UNQ2783/PRO7171	SHL2A_HUMAN	348378
O15405	TOX3 CAGF9 TNRC9	TOX3_HUMAN	27324
A2VEC9	SSPO KIAA2036	SSPO_HUMAN	
A6NKW6	SHISAL2B FAM159B	SHL2B_HUMAN	100132916
Q9UIG8	SLCO3A1 OATP3A1 OATPD SLC21A11	SO3A1_HUMAN	28232
Q9Y657	SPIN1 OCR SPIN	SPIN1_HUMAN	10927
Q5JUX0	SPIN3	SPIN3_HUMAN	169981
P31391	SSTR4	SSR4_HUMAN	6754
P07602	PSAP GLBA SAP1	SAP_HUMAN	5660
Q8WWL2	SPIRE2 KIAA1832 SPIR2	SPIR2_HUMAN	84501
O43278	SPINT1 HAI1 UNQ223/PRO256	SPIT1_HUMAN	6692
P49223	SPINT3	SPIT3_HUMAN	10816
Q96RJ0	TAAR1 TA1 TAR1 TRAR1	TAAR1_HUMAN	134864
O60902	SHOX2 OG12X SHOT	SHOX2_HUMAN	6474
Q9GZT3	SLIRP C14orf156 DC23 DC50 PD04872	SLIRP_HUMAN	81892
O15266	SHOX PHOG	SHOX_HUMAN	6473
Q9P1P5	TAAR2 GPR58	TAAR2_HUMAN	9287
Q9BVL4	SELENOO SELO	SELO_HUMAN	83642
Q8N2H4	SYS1 C20orf169	SYS1_HUMAN	90196
O14508	SOCS2 CIS2 SSI2 STATI2	SOCS2_HUMAN	8835
O14544	SOCS6 CIS4 SOCS4	SOCS6_HUMAN	9306
P08582	MELTF MAP97 MFI2	TRFM_HUMAN	4241
O60858	TRIM13 LEU5 RFP2 RNF77	TRI13_HUMAN	10206
P63302	SELENOW SELW SEPW1	SELW_HUMAN	6415
Q9H3S1	SEMA4A SEMAB SEMB UNQ783/PRO1317	SEM4A_HUMAN	64218
Q8IWR1	TRIM59 RNF104 TRIM57 TSBF1	TRI59_HUMAN	286827
Q8IWZ4	TRIM48 RNF101	TRI48_HUMAN	79097
P22531	SPRR2E	SPR2E_HUMAN	6704
O95754	SEMA4F SEMAM SEMAW	SEM4F_HUMAN	10505
O75326	SEMA7A CD108 SEMAL	SEM7A_HUMAN	8482
Q96RM1	SPRR2F	SPR2F_HUMAN	6705
Q9Y6R1	SLC4A4 NBC NBC1 NBCE1	S4A4_HUMAN	8671
Q13243	SRSF5 HRS SFRS5 SRP40	SRSF5_HUMAN	6430
Q15475	SIX1	SIX1_HUMAN	6495
Q96ES7	SGF29 CCDC101	SGF29_HUMAN	112869
Q9UBT2	UBA2 SAE2 UBLE1B HRIHFB2115	SAE2_HUMAN	10054
O94826	TOMM70 KIAA0719 TOM70 TOMM70A	TOM70_HUMAN	9868
P12755	SKI	SKI_HUMAN	6497
Q9BWG4	SSBP4	SSBP4_HUMAN	170463
P12757	SKIL SNO	SKIL_HUMAN	6498
Q8N205	SYNE4 C19orf46	SYNE4_HUMAN	163183
A6NKC9	SH2D7	SH2D7_HUMAN	646892
P02743	APCS PTX2	SAMP_HUMAN	325
P22090	RPS4Y1 RPS4Y PRO2646	RS4Y1_HUMAN	6192
Q12962	TAF10 TAF2A TAF2H TAFII30	TAF10_HUMAN	6881
O75410	TACC1 KIAA1103	TACC1_HUMAN	6867
Q9HBM6	TAF9B TAF9L	TAF9B_HUMAN	51616
Q8IZX4	TAF1L	TAF1L_HUMAN	138474
Q9UKG4	SLC13A4 SUT1	S13A4_HUMAN	26266
Q9BUR4	WRAP53 TCAB1 WDR79	TCAB1_HUMAN	55135
Q9BRU2	TCEAL7	TCAL7_HUMAN	56849
Q96A04	TSACC C1orf182	TSACC_HUMAN	128229
Q64LD2	WDR25 C14orf67	WDR25_HUMAN	79446
Q15061	WDR43 KIAA0007 UTP5	WDR43_HUMAN	23160
Q9Y473	ZNF175	ZN175_HUMAN	7728
Q14588	ZNF234 ZNF269	ZN234_HUMAN	10780
Q9Y2Q1	ZNF257 BMZF4	ZN257_HUMAN	113835
Q6ZQQ6	WDR87	WDR87_HUMAN	83889
Q5VUA4	ZNF318 HRIHFB2436	ZN318_HUMAN	24149
Q9NR11	ZNF302 ZNF135L ZNF140L ZNF327	ZN302_HUMAN	55900
Q8N554	ZNF276 CENP-Z ZFP276 ZNF477	ZN276_HUMAN	92822
Q9NYT6	ZNF226	ZN226_HUMAN	7769
Q9H3U1	UNC45A SMAP1	UN45A_HUMAN	55898
Q499Z4	ZNF672	ZN672_HUMAN	79894
Q5VV52	ZNF691	ZN691_HUMAN	51058
Q3KQV3	ZNF792	ZN792_HUMAN	126375
Q6ZN11	ZNF793	ZN793_HUMAN	390927
P33764	S100A3 S100E	S10A3_HUMAN	6274
P84022	SMAD3 MADH3	SMAD3_HUMAN	4088
O00338	SULT1C2 SULT1C1	ST1C2_HUMAN	6819
Q9NP77	SSU72 HSPC182 PNAS-120	SSU72_HUMAN	29101
O15245	SLC22A1 OCT1	S22A1_HUMAN	6580
Q15796	SMAD2 MADH2 MADR2	SMAD2_HUMAN	4087
Q70YC4	ZNF365 KIAA0844	TALAN_HUMAN	22891
A2RU48	SMCO3 C12orf69	SMCO3_HUMAN	440087
Q9BTX3	TMEM208 HSPC171	TM208_HUMAN	29100
O75751	SLC22A3 EMTH OCT3	S22A3_HUMAN	6581
Q3KQZ1	SLC25A35	S2535_HUMAN	399512
Q96DW6	SLC25A38	S2538_HUMAN	54977
Q5ST30	VARS2 KIAA1885 VARS2L VARSL	SYVM_HUMAN	57176
P58743	SLC26A5 PRES	S26A5_HUMAN	375611
Q9H0R3	TMEM222 C1orf160	TM222_HUMAN	84065
Q6GV28	TMEM225 PMP22CD	TM225_HUMAN	338661
Q9Y2P5	SLC27A5 ACSB ACSVL6 FACVL3 FATP5	S27A5_HUMAN	10998
H3BMG3	SMKR1	SMKR1_HUMAN	100287482
Q9NUL3	STAU2	STAU2_HUMAN	27067
P02808	STATH	STAT_HUMAN	6779
Q96Q45	TMEM237 ALS2CR4	TM237_HUMAN	65062
O76061	STC2	STC2_HUMAN	8614
P52823	STC1 STC	STC1_HUMAN	6781
O95210	STBD1 GENX-3414	STBD1_HUMAN	8987
Q9UPZ6	THSD7A KIAA0960	THS7A_HUMAN	221981
Q9NRL3	STRN4 ZIN	STRN4_HUMAN	29888
P02786	TFRC	TFR1_HUMAN	7037
Q13033	STRN3 GS2NA SG2NA	STRN3_HUMAN	29966
A6NNZ2	TUBB8B	TBB8B_HUMAN	
Q9BV44	THUMPD3	THUM3_HUMAN	25917
Q9NYW7	TAS2R1	TA2R1_HUMAN	50834
Q6DHY5	TBC1D3G	TBC3G_HUMAN	101060321
Q15814	TBCC	TBCC_HUMAN	6903
Q96CM3	RPUSD4	RUSD4_HUMAN	84881
Q9BT49	THAP7	THAP7_HUMAN	80764
Q9UL17	TBX21 TBET TBLYM	TBX21_HUMAN	30009
Q9NWX6	THG1L ICF45	THG1_HUMAN	54974
Q86X45	LRRC6 LRTP TSLRP	TILB_HUMAN	23639
P51854	TKTL1 TKR TKT2	TKTL1_HUMAN	8277
Q08117	TLE5 AES GRG GRG5	TLE5_HUMAN	166
Q9Y2W6	TDRKH TDRD2	TDRKH_HUMAN	11022
P67809	YBX1 NSEP1 YB1	YBOX1_HUMAN	4904
Q07157	TJP1 ZO1	ZO1_HUMAN	7082
B0FP48	UPK3BL1 UPLP	UPK3L_HUMAN	100134938
P04437	TRAV29DV5	TVA29_HUMAN	
A0A576	TRBV3-1 TCRBV9S1A1T	TVB31_HUMAN	
P40818	USP8 KIAA0055 UBPY	UBP8_HUMAN	9101
Q49AA0	ZFP69 ZNF642	ZFP69_HUMAN	339559
Q68DK2	ZFYVE26 KIAA0321	ZFY26_HUMAN	23503
P0C7U3	ZDHHC11B	ZH11B_HUMAN	
Q99990	VGLL1 TDU	VGLL1_HUMAN	51442
Q14590	ZNF235 ZFP93 ZNF270	ZN235_HUMAN	9310
Q13106	ZNF154 KIAA2003	ZN154_HUMAN	7710
P35916	FLT4 VEGFR3	VGFR3_HUMAN	2324
Q8NDX2	SLC17A8 VGLUT3	VGLU3_HUMAN	246213
Q14135	VGLL4 KIAA0121	VGLL4_HUMAN	9686
Q86XU0	ZNF677	ZN677_HUMAN	342926
Q1A5X7	WHAMMP3 WHAMML1 WHDC1L1	WHAL1_HUMAN	
A6NHJ4	ZNF860	ZN860_HUMAN	344787
Q7Z7L9	ZSCAN2 ZFP29 ZNF854	ZSCA2_HUMAN	54993
Q6ZT98	TTLL7	TTLL7_HUMAN	79739
Q8NG68	TTL	TTL_HUMAN	150465
Q8NBJ9	SIDT2 CGI-40 PSEC0072 UNQ685/PRO1325	SIDT2_HUMAN	51092
Q5T215	TRAPPC3L BET3L	TPC3L_HUMAN	100128327
Q9UFV1	TBC1D29P TBC1D29	TBC29_HUMAN	
Q9HA65	TBC1D17	TBC17_HUMAN	79735
Q8TC07	TBC1D15	TBC15_HUMAN	64786
Q96NL0	RUNDC3B RPIB9 RPIP9	RUN3B_HUMAN	154661
A0A087X1G2	TBC1D3K	TBC3K_HUMAN	101060351
Q92609	TBC1D5 KIAA0210	TBCD5_HUMAN	9779
Q01196	RUNX1 AML1 CBFA2	RUNX1_HUMAN	861
Q9UJT0	TUBE1 TUBE	TBE_HUMAN	51175
Q96EK4	THAP11 HRIHFB2206	THA11_HUMAN	57215
O60806	TBX19 TPIT	TBX19_HUMAN	9095
Q96DA6	DNAJC19 TIM14 TIMM14	TIM14_HUMAN	131118
P51864	TDGF1P3 CRIPTO3 TDGF2 TDGF3	TDGF3_HUMAN	
Q5VZ19	TDRD10 UNQ9380/PRO34205	TDR10_HUMAN	126668
Q04726	TLE3 KIAA1547	TLE3_HUMAN	7090
Q5TAP6	UTP14C KIAA0266	UT14C_HUMAN	9724
P46939	UTRN DMDL DRP1	UTRO_HUMAN	7402
Q969X6	UTP4 CIRH1A cPERP-E KIAA1988	UTP4_HUMAN	84916
P17480	UBTF UBF UBF1	UBF1_HUMAN	7343
A0A087X0M5	TRBV18	TVB18_HUMAN	
Q9UPX0	IGSF9B KIAA1030	TUTLB_HUMAN	22997
Q8N7F7	UBL4B	UBL4B_HUMAN	164153
Q8N9X3	LINC01356	YA026_HUMAN	
Q92995	USP13 ISOT3	UBP13_HUMAN	8975
Q9BRA2	TXNDC17 TXNL5	TXD17_HUMAN	84817
Q86Y25	ZNF354C KID3	Z354C_HUMAN	30832
Q86SH2	ZAR1	ZAR1_HUMAN	326340
O14604	TMSB4Y TB4Y	TYB4Y_HUMAN	9087
Q8NCP5	ZBTB44 BTBD15 ZNF851	ZBT44_HUMAN	29068
O15156	ZBTB7B ZBTB15 ZFP67 ZNF857B	ZBT7B_HUMAN	51043
P49767	VEGFC	VEGFC_HUMAN	7424
Q9BV38	WDR18	WDR18_HUMAN	57418
Q9C0J8	WDR33 WDC146	WDR33_HUMAN	55339
Q8IYN0	ZNF100	ZN100_HUMAN	163227
O75385	ULK1 KIAA0722	ULK1_HUMAN	8408
P52741	ZNF134	ZN134_HUMAN	7693
O14709	ZNF197 ZKSCAN9 ZNF166	ZN197_HUMAN	10168
Q9UL59	ZNF214 BAZ1	ZN214_HUMAN	7761
Q9UL58	ZNF215 BAZ2 ZKSCAN11	ZN215_HUMAN	7762
Q9HBT7	ZNF287 ZKSCAN13	ZN287_HUMAN	
Q8NB66	UNC13C	UN13C_HUMAN	440279
Q9UDV7	ZNF282 HUB1	ZN282_HUMAN	8427
Q70YC5	ZNF365 DBZ KIAA0844	ZN365_HUMAN	22891
A8K8V0	ZNF785	ZN785_HUMAN	146540
A6NJT0	UNCX UNCX4.1	UNC4_HUMAN	340260
Q5BKZ1	ZNF326 ZIRD	ZN326_HUMAN	284695
A8MT65	ZNF891	ZN891_HUMAN	101060200
Q6ZVQ6		YS045_HUMAN	
O60304	ZNF500 KIAA0557 ZKSCAN18	ZN500_HUMAN	26048
Q6ZTB9	ZNF833P ZNF833	ZN833_HUMAN	
Q8WV37	ZNF480	ZN480_HUMAN	147657
Q12999	TSPAN31 SAS	TSN31_HUMAN	6302
Q5MCW4	ZNF569	ZN569_HUMAN	148266
O43516	WIPF1 WASPIP WIP	WIPF1_HUMAN	7456
Q9Y5A6	ZSCAN21 ZFP38 ZNF38	ZSC21_HUMAN	7589
O95801	TTC4 My044	TTC4_HUMAN	7268
Q8N8Y2	ATP6V0D2	VA0D2_HUMAN	245972
Q9H4B6	SAV1 WW45	SAV1_HUMAN	60485
P55000	SLURP1 ARS	SLUR1_HUMAN	57152
Q6ZRX8		YL004_HUMAN	
Q96NR7	WWC2-AS2 C4orf38	WWAS2_HUMAN	
Q9UNY4	TTF2	TTF2_HUMAN	8458
Q8TDU5	VN1R17P VNRL4	VNRL4_HUMAN	
Q8N9K5	ZNF565	ZN565_HUMAN	147929
Q9BSA4	TTYH2 C17orf29	TTYH2_HUMAN	94015
A6NFQ2	TCAF2 FAM115C FAM139A	TCAF2_HUMAN	285966
Q9Y2C2	UST DS2ST	UST_HUMAN	10090
P0CG48	UBC	UBC_HUMAN	7316
Q15386	UBE3C KIAA0010 KIAA10	UBE3C_HUMAN	9690
A0A0B4J237	TRAV8-2	TVA82_HUMAN	
A0A5A2	TRBV5-8 TCRBV5S4A2T	TVB58_HUMAN	
Q5TCY1	TTBK1 BDTK KIAA1855	TTBK1_HUMAN	84630
A0A1B0GX49	TRBV6-4	TVB64_HUMAN	
A0A0J9YXY3	TRBV6-2	TVB62_HUMAN	
A0A0K0K1A5	TRBV6-5	TVB65_HUMAN	
A0A599	TRBV5-6 TCRBV5S2	TVB56_HUMAN	
O95045	UPP2	UPP2_HUMAN	151531
A0A0K0K1C0	TRBV11-1	TVBK1_HUMAN	
Q9NRR5	UBQLN4 C1orf6 CIP75 UBIN	UBQL4_HUMAN	56893
Q3LFD5	USP41	UBP41_HUMAN	
O95071	UBR5 EDD EDD1 HYD KIAA0896	UBR5_HUMAN	51366
Q96DT7	ZBTB10 RINZF RINZFC	ZBT10_HUMAN	65986
P51784	USP11 UHX1	UBP11_HUMAN	8237
Q8IVQ6	ZDHHC21	ZDH21_HUMAN	340481
Q6FIF0	ZFAND6 AWP1 ZA20D3 HT032	ZFAN6_HUMAN	54469
Q6ZN57	ZFP2 ZNF751	ZFP2_HUMAN	80108
Q9P2L0	WDR35 IFT121 KIAA1336	WDR35_HUMAN	57539
Q9UBW7	ZMYM2 FIM RAMP ZNF198	ZMYM2_HUMAN	7750
Q9H898	ZMAT4	ZMAT4_HUMAN	79698
O95125	ZNF202 ZKSCAN10	ZN202_HUMAN	7753
O15240	VGF	VGF_HUMAN	7425
Q2M3W8	ZNF181	ZN181_HUMAN	339318
Q9Y2P7	ZNF256 BMZF3	ZN256_HUMAN	10172
Q9P2U8	SLC17A6 DNPI VGLUT2	VGLU2_HUMAN	57084
Q8IV45	UNC5CL ZUD	UN5CL_HUMAN	222643
A6NE52	WDR97 KIAA1875	WDR97_HUMAN	340390
Q8N859	ZNF713	ZN713_HUMAN	
Q92670	ZNF75CP ZNF75C	ZN75C_HUMAN	
Q8N0V1	ZNF295-AS1 C21orf121 NCRNA00318 PRED87	ZNAS1_HUMAN	
Q5TEC3	ZNF697	ZN697_HUMAN	90874
Q9HCJ6	VAT1L KIAA1576	VAT1L_HUMAN	57687
P17861	XBP1 TREB5 XBP2	XBP1_HUMAN	7494
