Entry	Gene names	Entry name
P29373	CRABP2	RABP2_HUMAN
Q9UJ41	RABGEF1 RABEX5	RABX5_HUMAN
Q7Z5L2	R3HCC1L C10orf28 GIDRP88	R3HCL_HUMAN
Q6ZS82	RGS9BP R9AP	R9BP_HUMAN
P61026	RAB10	RAB10_HUMAN
P51153	RAB13 GIG4	RAB13_HUMAN
Q9H0T7	RAB17	RAB17_HUMAN
Q9H0U4	RAB1B	RAB1B_HUMAN
Q9UL25	RAB21 KIAA0118	RAB21_HUMAN
Q9ULW5	RAB26	RAB26_HUMAN
Q8N4Z0	RAB42	RAB42_HUMAN
Q9NRW1	RAB6B	RAB6B_HUMAN
O14966	RAB29 RAB7L1	RAB7L_HUMAN
P61006	RAB8A MEL RAB8	RAB8A_HUMAN
Q92930	RAB8B	RAB8B_HUMAN
Q9NP90	RAB9B RAB9L	RAB9B_HUMAN
P63244	RACK1 GNB2L1 HLC7 PIG21	RACK1_HUMAN
P11234	RALB	RALB_HUMAN
O60894	RAMP1	RAMP1_HUMAN
O60895	RAMP2	RAMP2_HUMAN
P61224	RAP1B OK/SW-cl.11	RAP1B_HUMAN
Q13702	RAPSN RNF205	RAPSN_HUMAN
P10826	RARB HAP NR1B2	RARB_HUMAN
Q99969	RARRES2 TIG2	RARR2_HUMAN
Q7Z444	ERAS HRAS2 HRASP	RASE_HUMAN
Q8WWW0	RASSF5 NORE1 RAPL	RASF5_HUMAN
P01116	KRAS KRAS2 RASK2	RASK_HUMAN
Q86YV0	RASAL3	RASL3_HUMAN
P51159	RAB27A RAB27	RB27A_HUMAN
Q14088	RAB33A RABS10	RB33A_HUMAN
Q15042	RAB3GAP1 KIAA0066 RAB3GAP	RB3GP_HUMAN
Q96S21	RAB40C RARL RASL8C	RB40C_HUMAN
Q9P1G2	RBM12B-AS1 C8orf39 PRO1905	RBAS1_HUMAN
Q15291	RBBP5 RBQ3	RBBP5_HUMAN
O75884	RBBP9 BOG RBBP10	RBBP9_HUMAN
Q9UNT1	RABL2B	RBL2B_HUMAN
Q08999	RBL2 RB2	RBL2_HUMAN
Q9Y4C8	RBM19 KIAA0682	RBM19_HUMAN
Q9NW64	RBM22 ZC3H16 199G4	RBM22_HUMAN
Q9P2N5	RBM27 KIAA1311	RBM27_HUMAN
Q6ZSC3	RBM43 C2orf38	RBM43_HUMAN
Q6ZP01	RBM44	RBM44_HUMAN
Q8TBY0	RBM46	RBM46_HUMAN
Q9BWF3	RBM4 RBM4A	RBM4_HUMAN
Q9Y388	RBMX2 CGI-79	RBMX2_HUMAN
Q92804	TAF15 RBP56 TAF2N	RBP56_HUMAN
P62877	RBX1 RNF75 ROC1	RBX1_HUMAN
P06400	RB1	RB_HUMAN
Q8NDN9	RCBTB1 CLLD7 E4.5	RCBT1_HUMAN
Q9P258	RCC2 KIAA1470 TD60	RCC2_HUMAN
Q7Z3Z2	RD3 C1orf36	RD3_HUMAN
Q96NR8	RDH12 SDR7C2	RDH12_HUMAN
O75452	RDH16 RODH4 SDR9C8	RDH16_HUMAN
Q8NBN7	RDH13 SDR7C3 PSEC0082 UNQ736/PRO1430	RDH13_HUMAN
Q69383	ERVK-6 ERVK6	REC6_HUMAN
O95072	REC8 REC8L1	REC8_HUMAN
Q6NUK4	REEP3 C10orf74	REEP3_HUMAN
Q9NRI6	PYY2	PYY2_HUMAN
Q9UDW1	UQCR10 UCRC HSPC119	QCR9_HUMAN
Q96P65	QRFPR GPR103	QRFPR_HUMAN
Q2TAL8	QRICH1	QRIC1_HUMAN
B2RC85	RSPH10B2	R10B2_HUMAN
O15541	RNF113A RNF113 ZNF183	R113A_HUMAN
P50876	RNF144A KIAA0161 RNF144 UBCE7IP4	R144A_HUMAN
Q59GN2	RPL39P5	R39L5_HUMAN
Q8TBN0	RAB3IL1	R3GEF_HUMAN
Q32P51	HNRNPA1L2 HNRNPA1L	RA1L2_HUMAN
O15315	RAD51B RAD51L1 REC2	RA51B_HUMAN
O43502	RAD51C RAD51L2	RA51C_HUMAN
Q6IQ22	RAB12	RAB12_HUMAN
P61106	RAB14	RAB14_HUMAN
A4D1S5	RAB19 RAB19B	RAB19_HUMAN
P62820	RAB1A RAB1	RAB1A_HUMAN
P61019	RAB2A RAB2	RAB2A_HUMAN
Q15286	RAB35 RAB1C RAY	RAB35_HUMAN
Q96AX2	RAB37	RAB37_HUMAN
Q96E17	RAB3C	RAB3C_HUMAN
Q96QF0	RAB3IP RABIN8	RAB3I_HUMAN
Q86YS6	RAB43 RAB41	RAB43_HUMAN
P61018	RAB4B PP1596	RAB4B_HUMAN
P61020	RAB5B	RAB5B_HUMAN
P20340	RAB6A RAB6	RAB6A_HUMAN
P51151	RAB9A RAB9	RAB9A_HUMAN
Q15276	RABEP1 RAB5EP RABPT5 RABPT5A	RABE1_HUMAN
O75943	RAD17 R24L	RAD17_HUMAN
Q9NS91	RAD18 RNF73	RAD18_HUMAN
Q15283	RASA2 GAP1M RASGAP	RASA2_HUMAN
Q9H2L5	RASSF4 AD037	RASF4_HUMAN
Q8NHQ8	RASSF8 C12orf2	RASF8_HUMAN
A6NK89	RASSF10	RASFA_HUMAN
P01112	HRAS HRAS1	RASH_HUMAN
P01111	NRAS HRAS1	RASN_HUMAN
Q8NC74	RBBP8NL C20orf151	RB8NL_HUMAN
Q96PK6	RBM14 SIP	RBM14_HUMAN
Q86U06	RBM23 RNPC4 PP239	RBM23_HUMAN
P49756	RBM25 RNPC7	RBM25_HUMAN
Q96LT9	RNPC3 KIAA1839 RBM40 RNP	RBM40_HUMAN
Q15434	RBMS2 SCR3	RBMS2_HUMAN
Q6VN20	RANBP10 KIAA1464	RBP10_HUMAN
Q15311	RALBP1 RLIP1 RLIP76	RBP1_HUMAN
Q9UBG7	RBPJL RBPL RBPSUHL	RBPJL_HUMAN
Q93062	RBPMS HERMES	RBPMS_HUMAN
P25791	LMO2 RBTN2 RBTNL1 RHOM2 TTG2	RBTN2_HUMAN
Q9UBF6	RNF7 RBX2 ROC2 SAG	RBX2_HUMAN
Q9HBH5	RDH14 PAN2 SDR7C4 UNQ529/PRO1072	RDH14_HUMAN
Q8NG50	RDM1 RAD52B	RDM1_HUMAN
P61574	HERVK_113	RE113_HUMAN
P61573	ERVK-9	REC9_HUMAN
O95825	CRYZL1 4P11	QORL1_HUMAN
Q9NXS2	QPCTL	QPCTL_HUMAN
Q8IZP6	RNF113B RNF161 ZNF183L1	R113B_HUMAN
Q6NVV1	RPL13AP3	R13P3_HUMAN
Q9Y3T6	R3HCC1	R3HC1_HUMAN
Q86UN2	RTN4RL1 NGRH2 NGRL2	R4RL1_HUMAN
Q86UN3	RTN4RL2 NGRH1 NGRL3	R4RL2_HUMAN
Q9H5N1	RABEP2 RABPT5B	RABE2_HUMAN
Q5HYI8	RABL3	RABL3_HUMAN
P63000	RAC1 TC25 MIG5	RAC1_HUMAN
P60763	RAC3	RAC3_HUMAN
Q06609	RAD51 RAD51A RECA	RAD51_HUMAN
Q99638	RAD9A	RAD9A_HUMAN
P13631	RARG NR1B3	RARG_HUMAN
Q14644	RASA3	RASA3_HUMAN
O43374	RASA4 CAPRI GAPL KIAA0538	RASL2_HUMAN
P62491	RAB11A RAB11	RB11A_HUMAN
Q8IXT5	RBM12B	RB12B_HUMAN
Q9UL26	RAB22A RAB22	RB22A_HUMAN
Q9H082	RAB33B	RB33B_HUMAN
Q8WXH6	RAB40A	RB40A_HUMAN
Q9NYW8	RBAK ZNF769	RBAK_HUMAN
Q09028	RBBP4 RBAP48	RBBP4_HUMAN
Q9UBK7	RABL2A	RBL2A_HUMAN
Q96T37	RBM15 OTT OTT1	RBM15_HUMAN
Q9BTD8	RBM42	RBM42_HUMAN
Q8IUH3	RBM45 DRB1 DRBP1	RBM45_HUMAN
Q9Y580	RBM7	RBM7_HUMAN
P25800	LMO1 RBTN1 RHOM1 TTG1	RBTN1_HUMAN
P0DJD3	RBMY1A1 RBM1 RBM2 YRRM1 YRRM2	RBY1A_HUMAN
Q15415	RBMY1F YRRM2; RBMY1J	RBY1F_HUMAN
O00559	EBAG9 RCAS1	RCAS1_HUMAN
Q9H4I0	RAD21L1 RAD21L	RD21L_HUMAN
P0DJH9	RD3L	RD3L_HUMAN
Q92781	RDH5 HSD17B9 RDH1 SDR9C5	RDH1_HUMAN
O60216	RAD21 HR21 KIAA0078 NXP1	RAD21_HUMAN
Q9P0K7	RAI14 KIAA1334 NORPEG	RAI14_HUMAN
Q8NFJ5	GPRC5A GPCR5A RAI3 RAIG1	RAI3_HUMAN
Q9H6Z4	RANBP3	RANB3_HUMAN
Q96S59	RANBP9 RANBPM	RANB9_HUMAN
P10114	RAP2A	RAP2A_HUMAN
P20936	RASA1 GAP RASA	RASA1_HUMAN
Q8IZ41	RASEF RAB45	RASEF_HUMAN
P50749	RASSF2 CENP-34 KIAA0168	RASF2_HUMAN
Q02833	RASSF7 C11orf13 HRC1	RASF7_HUMAN
O75901	RASSF9 PAMCI PCIP1	RASF9_HUMAN
O14807	MRAS RRAS3	RASM_HUMAN
Q8IUD2	ERC1 ELKS KIAA1081 RAB6IP2	RB6I2_HUMAN
B7ZAP0	RABGAP1L HHL KIAA0471	RBG10_HUMAN
Q5R372	RABGAP1L HHL KIAA0471	RBG1L_HUMAN
P29558	RBMS1 C2orf12 MSSP MSSP1 SCR2	RBMS1_HUMAN
Q9H1K0	RBSN ZFYVE20	RBNS5_HUMAN
Q9H477	RBKS RBSK	RBSK_HUMAN
A6NDE4	RBMY1B	RBY1B_HUMAN
O95199	RCBTB2 CHC1L RLG	RCBT2_HUMAN
A6NED2	RCCD1	RCCD1_HUMAN
Q9NYR8	RDH8 PRRDH SDR28C2	RDH8_HUMAN
Q9NS39	ADARB2 ADAR3 RED2	RED2_HUMAN
P05451	REG1A PSPS PSPS1 REG	REG1A_HUMAN
Q96D71	REPS1	REPS1_HUMAN
Q8NFH8	REPS2 POB1	REPS2_HUMAN
Q9H628	RERGL	RERGL_HUMAN
Q13127	REST NRSF XBR	REST_HUMAN
Q96R05	RBP7	RET7_HUMAN
Q9BQ08	RETNLB CCRG FIZZ2 HXCP2 RETNL2 UNQ408/PRO770	RETNB_HUMAN
Q9UGC7	MTRF1L MTRF1A	RF1ML_HUMAN
O75570	MTRF1	RF1M_HUMAN
Q13156	RPA4	RFA4_HUMAN
P48380	RFX3	RFX3_HUMAN
Q6ZV50	RFX8	RFX8_HUMAN
Q8IZJ4	RGL4 RGR	RGDSR_HUMAN
Q8N431	RASGEF1C	RGF1C_HUMAN
Q92546	RGP1 KIAA0258	RGP1_HUMAN
Q6GYQ0	RALGAPA1 GARNL1 KIAA0884 TULIP1	RGPA1_HUMAN
A6NKT7	RGPD3 RGP3	RGPD3_HUMAN
O15492	RGS16 RGSR	RGS16_HUMAN
Q9NS28	RGS18 RGS13	RGS18_HUMAN
Q2M5E4	RGS21	RGS21_HUMAN
P49758	RGS6	RGS6_HUMAN
Q6NTF9	RHBDD2 RHBDL7	RHBD2_HUMAN
P18577	RHCE RHC RHE	RHCE_HUMAN
Q96CC6	RHBDF1 C16orf8 DIST1 IRHOM1	RHDF1_HUMAN
P0C881	RSPH10B	R10B1_HUMAN
Q15032	R3HDM1 KIAA0029 R3HDM	R3HD1_HUMAN
Q96D70	R3HDM4 C19orf22	R3HD4_HUMAN
Q6MZT1	RGS7BP R7BP	R7BP_HUMAN
O75771	RAD51D RAD51L3	RA51D_HUMAN
P59190	RAB15	RAB15_HUMAN
Q9NP72	RAB18	RAB18_HUMAN
Q92928	RAB1C	RAB1C_HUMAN
Q9BZG1	RAB34 RAB39 RAH	RAB34_HUMAN
O95755	RAB36	RAB36_HUMAN
P57729	RAB38	RAB38_HUMAN
P20336	RAB3A	RAB3A_HUMAN
O95716	RAB3D GOV RAB16	RAB3D_HUMAN
Q5JT25	RAB41	RAB41_HUMAN
P20338	RAB4A RAB4	RAB4A_HUMAN
P51148	RAB5C RABL	RAB5C_HUMAN
P51149	RAB7A RAB7	RAB7A_HUMAN
Q7Z6M1	RABEPK RAB9P40	RABEK_HUMAN
Q6WBX8	RAD9B	RAD9B_HUMAN
Q96JH8	RADIL KIAA1849	RADIL_HUMAN
P35241	RDX	RADI_HUMAN
Q5U651	RASIP1	RAIN_HUMAN
P62826	RAN ARA24 OK/SW-cl.81	RAN_HUMAN
P61225	RAP2B	RAP2B_HUMAN
P28749	RBL1	RBL1_HUMAN
Q9NTZ6	RBM12 KIAA0765 HRIHFB2091	RBM12_HUMAN
Q5T8P6	RBM26 C13orf10 PRO1777	RBM26_HUMAN
P42696	RBM34 KIAA0117	RBM34_HUMAN
P98179	RBM3 RNPL	RBM3_HUMAN
Q5RL73	RBM48 C7orf64 HSPC304	RBM48_HUMAN
Q6XE24	RBMS3	RBMS3_HUMAN
P49792	RANBP2 NUP358	RBP2_HUMAN
Q7Z4M0	REC114 C15orf60	RE114_HUMAN
Q8TAI7	RHEBL1	REBL1_HUMAN
P61572	ERVK-19	REC19_HUMAN
P46063	RECQL RECQ1 RECQL1	RECQ1_HUMAN
Q06141	REG3A HIP PAP PAP1	REG3A_HUMAN
Q8IYK8	REM2	REM2_HUMAN
P51606	RENBP	RENBP_HUMAN
P00797	REN	RENI_HUMAN
P09455	RBP1 CRBP1	RET1_HUMAN
Q6NUM9	RETSAT PPSIG UNQ439/PRO872	RETST_HUMAN
P07949	RET CDHF12 CDHR16 PTC RET51	RET_HUMAN
Q6ZMN7	PDZRN4 LNX4 SEMCAP3L	PZRN4_HUMAN
Q96PU8	QKI HKQ	QKI_HUMAN
Q6ZRP7	QSOX2 QSCN6L1 SOXN	QSOX2_HUMAN
Q9Y2K5	R3HDM2 KIAA1002	R3HD2_HUMAN
Q96B01	RAD51AP1 PIR51	R51A1_HUMAN
Q9NX57	RAB20	RAB20_HUMAN
Q969Q5	RAB24	RAB24_HUMAN
P57735	RAB25 CATX8	RAB25_HUMAN
Q8WUD1	RAB2B	RAB2B_HUMAN
Q15771	RAB30	RAB30_HUMAN
Q13636	RAB31 RAB22B	RAB31_HUMAN
P20337	RAB3B	RAB3B_HUMAN
Q7Z6P3	RAB44	RAB44_HUMAN
P15153	RAC2	RAC2_HUMAN
O60671	RAD1 REC1	RAD1_HUMAN
P78406	RAE1 MRNP41	RAE1L_HUMAN
P26374	CHML REP2	RAE2_HUMAN
Q9HCJ3	RAVER2 KIAA1579	RAVR2_HUMAN
Q15907	RAB11B YPT3	RB11B_HUMAN
Q8NDT2	RBM15B OTT3	RB15B_HUMAN
Q14964	RAB39A RAB39	RB39A_HUMAN
Q96DA2	RAB39B	RB39B_HUMAN
Q12829	RAB40B SEC4L	RB40B_HUMAN
Q8TDY2	RB1CC1 KIAA0203 RBICC	RBCC1_HUMAN
Q8N0V3	RBFA C18orf22	RBFA_HUMAN
Q9Y3P9	RABGAP1 HSPC094	RBGP1_HUMAN
P57052	RBM11	RBM11_HUMAN
Q96EV2	RBM33 PRR8	RBM33_HUMAN
Q14498	RBM39 HCC1 RNPC2	RBM39_HUMAN
Q96IZ5	RBM41	RBM41_HUMAN
A0AV96	RBM47	RBM47_HUMAN
P78332	RBM6 DEF3	RBM6_HUMAN
P0DJD4	RBMY1C	RBY1C_HUMAN
Q9HBD1	RC3H2 MNAB RNF164	RC3H2_HUMAN
Q9UKL0	RCOR1 KIAA0071 RCOR	RCOR1_HUMAN
Q86SE5	RALYL HNRPCL3	RALYL_HUMAN
Q9UKM9	RALY HNRPCL2 P542	RALY_HUMAN
O60896	RAMP3	RAMP3_HUMAN
Q9Y3L5	RAP2C	RAP2C_HUMAN
P10276	RARA NR1B1	RARA_HUMAN
C9J798	RASA4B	RAS4B_HUMAN
P98175	RBM10 DXS8237E GPATC9 GPATCH9 KIAA0122	RBM10_HUMAN
Q96H35	RBM18	RBM18_HUMAN
Q5T481	RBM20	RBM20_HUMAN
Q9BQ04	RBM4B RBM30	RBM4B_HUMAN
P38159	RBMX HNRPG RBMXP1	RBMX_HUMAN
A6NEQ0	RBMY1E	RBY1E_HUMAN
Q14206	RCAN2 DSCR1L1 ZAKI4	RCAN2_HUMAN
Q9UKA8	RCAN3 DSCR1L2	RCAN3_HUMAN
Q96I51	RCC1L WBSCR16	RCC1L_HUMAN
P18754	RCC1 CHC1	RCC1_HUMAN
Q92600	RQCD1 CNOT9 RCD1	RCD1_HUMAN
Q96D15	RCN3 UNQ239/PRO272	RCN3_HUMAN
Q8IZV5	RDH10 SDR16C4 UNQ9375/PRO34191	RDH10_HUMAN
Q8TC12	RDH11 ARSDR1 PSDR1 SDR7C1 CGI-82	RDH11_HUMAN
Q8N3Y7	SDR16C5 RDHE2	RDHE2_HUMAN
P61575	ERVK-8	RECK8_HUMAN
O95980	RECK ST15	RECK_HUMAN
O94762	RECQL5 RECQ5	RECQ5_HUMAN
P78563	ADARB1 ADAR2 DRADA2 RED1	RED1_HUMAN
Q6UW15	REG3G PAP1B UNQ429/PRO162	REG3G_HUMAN
Q8IUW5	RELL1 PSEC0162	RELL1_HUMAN
O75628	REM1 GES REM	REM1_HUMAN
Q92900	UPF1 KIAA0221 RENT1	RENT1_HUMAN
O15258	RER1	RER1_HUMAN
Q5W5W9	RESP18	RES18_HUMAN
P02753	RBP4 PRO2222	RET4_HUMAN
Q9HD89	RETN FIZZ3 HXCP1 RSTN UNQ407/PRO1199	RETN_HUMAN
Q96IC2	44M2.3	REXON_HUMAN
P27694	RPA1 REPA1 RPA70	RFA1_HUMAN
O00287	RFXAP	RFXAP_HUMAN
Q2PPJ7	RALGAPA2 C20orf74 KIAA1272	RGPA2_HUMAN
O14924	RGS12	RGS12_HUMAN
O43566	RGS14	RGS14_HUMAN
P49798	RGS4	RGS4_HUMAN
P61578	ERVK-16	REC16_HUMAN
P61571	ERVK-21	REC21_HUMAN
Q13123	IK RED RER	RED_HUMAN
Q9H902	REEP1 C2orf23 SPG31	REEP1_HUMAN
Q8WXF3	RLN3 INSL7 RXN3 ZINS4 UNQ6188/PRO20213	REL3_HUMAN
Q9BZI7	UPF3B RENT3B UPF3X	REN3B_HUMAN
Q92785	DPF2 BAF45D REQ UBID4	REQU_HUMAN
Q5VY80	RAET1L	RET1L_HUMAN
Q8TAC1	RFESD	RFESD_HUMAN
Q8WZ73	RFFL RNF189 RNF34L	RFFL_HUMAN
A6NLU0	RFPL4A RFPL4 RNF210	RFPLA_HUMAN
P22670	RFX1	RFX1_HUMAN
Q8HWS3	RFX6 RFXDC1	RFX6_HUMAN
Q8NET4	RGAG1 KIAA1318	RGAG1_HUMAN
Q9H0H5	RACGAP1 KIAA1478 MGCRACGAP	RGAP1_HUMAN
Q9H4X1	RGCC C13orf15 RGC32	RGCC_HUMAN
Q9NZL6	RGL1 KIAA0959 RGL	RGL1_HUMAN
Q3MIN7	RGL3	RGL3_HUMAN
Q99666	RGPD5 RANBP2L1 RGP5 RGP7 RGPD7; RGPD6 RANBP2L2 RGP6	RGPD5_HUMAN
O94810	RGS11	RGS11_HUMAN
O94955	RHOBTB3 KIAA0878	RHBT3_HUMAN
Q07960	ARHGAP1 CDC42GAP RHOGAP1	RHG01_HUMAN
Q96QB1	DLC1 ARHGAP7 KIAA1723 STARD12	RHG07_HUMAN
Q8N264	ARHGAP24 FILGAP	RHG24_HUMAN
O00212	RHOD ARHD	RHOD_HUMAN
Q9NVN3	RIC8B	RIC8B_HUMAN
Q13278	RIG	RIG_HUMAN
Q9UFD9	RIMBP3 KIAA1666 RIMBP3A	RIM3A_HUMAN
P0C7P1	RBMY1D	RBY1D_HUMAN
Q5TC82	RC3H1 KIAA2025 RNF198	RC3H1_HUMAN
Q9Y2P8	RCL1 RNAC RPC2 RPCL1 RTC2 HSPC338	RCL1_HUMAN
Q15293	RCN1 RCN	RCN1_HUMAN
Q14257	RCN2 ERC55	RCN2_HUMAN
P54725	RAD23A	RD23A_HUMAN
P35243	RCVRN RCV1	RECO_HUMAN
P15927	RPA2 REPA2 RPA32 RPA34	RFA2_HUMAN
F8VTS6	RFPL4AL1	RFAL1_HUMAN
P35251	RFC1 RFC140	RFC1_HUMAN
P35250	RFC2	RFC2_HUMAN
P0C7P2	RFPL3S RFPL3-AS1	RFL3S_HUMAN
Q96AA3	RFT1	RFT1_HUMAN
Q52LD8	RFTN2 C2orf11	RFTN2_HUMAN
Q33E94	RFX4	RFX4_HUMAN
P49802	RGS7	RGS7_HUMAN
Q9BWJ2	RHPN1-AS1 C8orf51	RHAS1_HUMAN
A1A4S6	ARHGAP10 GRAF2	RHG10_HUMAN
Q8IWW6	ARHGAP12	RHG12_HUMAN
Q68EM7	ARHGAP17 RICH1 MSTP066 MSTP110	RHG17_HUMAN
Q14CB8	ARHGAP19	RHG19_HUMAN
Q7Z5H3	ARHGAP22 RHOGAP2	RHG22_HUMAN
Q2M1Z3	ARHGAP31 CDGAP KIAA1204	RHG31_HUMAN
O14559	ARHGAP33 SNX26 TCGAP	RHG33_HUMAN
Q9BSD3	RHNO1 C12orf32 RHINO HKMT1188	RHNO1_HUMAN
Q9HBH0	RHOF ARHF RIF	RHOF_HUMAN
Q15669	RHOH ARHH TTF	RHOH_HUMAN
Q96L33	RHOV ARHV WRCH2	RHOV_HUMAN
Q9ULI2	RIMKLB FAM80B KIAA1238	RIMKB_HUMAN
P13489	RNH1 PRI RNH	RINI_HUMAN
P23921	RRM1 RR1	RIR1_HUMAN
P53805	RCAN1 ADAPT78 CSP1 DSC1 DSCR1	RCAN1_HUMAN
Q8IZ40	RCOR2	RCOR2_HUMAN
Q9P2K3	RCOR3 KIAA1343	RCOR3_HUMAN
P54727	RAD23B	RD23B_HUMAN
P61576	HERV-K104	REC04_HUMAN
P78509	RELN	RELN_HUMAN
Q04864	REL	REL_HUMAN
Q9H1J1	UPF3A RENT3A UPF3	REN3A_HUMAN
O75787	ATP6AP2 ATP6IP2 CAPER ELDF10 HT028 MSTP009 PSEC0072	RENR_HUMAN
Q9BWE0	REPIN1 RIP60 ZNF464	REPI1_HUMAN
O60673	REV3L POLZ REV3	REV3L_HUMAN
Q9GZR2	REXO4 PMC2 XPMC2H	REXO4_HUMAN
Q7L804	RAB11FIP2 KIAA0941	RFIP2_HUMAN
Q9Y644	RFNG	RFNG_HUMAN
P48378	RFX2	RFX2_HUMAN
P48382	RFX5	RFX5_HUMAN
O15211	RGL2 RAB2L	RGL2_HUMAN
Q96B86	RGMA RGM	RGMA_HUMAN
Q6NW40	RGMB	RGMB_HUMAN
Q15493	RGN SMP30	RGN_HUMAN
A5PLK6	RGSL1 RGSL RGSL2	RGSL_HUMAN
Q9NX52	RHBDL2	RHBL2_HUMAN
O94844	RHOBTB1 KIAA0740	RHBT1_HUMAN
P0C7M4	RHOXF2B	RHF2B_HUMAN
P98171	ARHGAP4 KIAA0131 RGC1 RHOGAP4	RHG04_HUMAN
O43182	ARHGAP6 RHOGAP6	RHG06_HUMAN
Q9BRR9	ARHGAP9	RHG09_HUMAN
Q53QZ3	ARHGAP15 BM-024 BM-030 BM-046	RHG15_HUMAN
Q9P2F6	ARHGAP20 KIAA1391	RHG20_HUMAN
Q9P227	ARHGAP23 KIAA1501	RHG23_HUMAN
P42331	ARHGAP25 KIAA0053	RHG25_HUMAN
Q52LW3	ARHGAP29 PARG1	RHG29_HUMAN
Q7Z6I6	ARHGAP30	RHG30_HUMAN
A7KAX9	ARHGAP32 GRIT KIAA0712 RICS	RHG32_HUMAN
A8MT19	RHPN2P1	RHN2P_HUMAN
P08134	RHOC ARH9 ARHC	RHOC_HUMAN
Q9H4E5	RHOJ ARHJ RASL7B RHOI TCL	RHOJ_HUMAN
Q8IUC4	RHPN2	RHPN2_HUMAN
Q8N443	RIBC1	RIBC1_HUMAN
Q5UIP0	RIF1	RIF1_HUMAN
Q9BRK0	REEP2 C5orf19 SGC32445	REEP2_HUMAN
Q9H6H4	REEP4 C8orf20 PP432	REEP4_HUMAN
Q00765	REEP5 C5orf18 DP1 TB2	REEP5_HUMAN
Q9BYZ8	REG4 GISP RELP	REG4_HUMAN
Q9P2R6	RERE ARG ARP ATN1L KIAA0458	RERE_HUMAN
Q6H3X3	RAET1G	RET1G_HUMAN
P82980	RBP5	RET5_HUMAN
Q6WKZ4	RAB11FIP1 RCP	RFIP1_HUMAN
O75154	RAB11FIP3 ARFO1 KIAA0665	RFIP3_HUMAN
A6NFN3	RBFOX3	RFOX3_HUMAN
O75677	RFPL1 RFPL1L RNF78	RFPL1_HUMAN
O75679	RFPL3	RFPL3_HUMAN
Q14699	RFTN1 KIAA0084 MIG2	RFTN1_HUMAN
Q6PCD5	RFWD3 RNF201	RFWD3_HUMAN
Q2KHR2	RFX7 RFXDC2	RFX7_HUMAN
O14827	RASGRF2 GRF2	RGRF2_HUMAN
O14921	RGS13	RGS13_HUMAN
Q08116	RGS1 1R20 BL34 IER1	RGS1_HUMAN
Q8NE09	RGS22	RGS22_HUMAN
P41220	RGS2 G0S8 GIG31	RGS2_HUMAN
Q9Y3P4	RHBDD3 C22orf3	RHBD3_HUMAN
Q9H310	RHBG	RHBG_HUMAN
O75783	RHBDL1 RHBDL	RHBL1_HUMAN
Q9BYZ6	RHOBTB2 DBC2 KIAA0717	RHBT2_HUMAN
Q6PJF5	RHBDF2 IRHOM2 RHBDL5 RHBDL6	RHDF2_HUMAN
Q6ZUM4	ARHGAP27 CAMGAP1 SH3D20 PP905	RHG27_HUMAN
Q9P2N2	ARHGAP28 KIAA1314	RHG28_HUMAN
Q9NRY4	ARHGAP35 GRF1 GRLF1 KIAA1722 P190A p190ARHOGAP	RHG35_HUMAN
Q9C0H5	ARHGAP39 KIAA1688	RHG39_HUMAN
Q3KRB8	ARHGAP11B FAM7B1	RHGBB_HUMAN
Q9BQY4	RHOXF2 PEPP2 THG1	RHXF2_HUMAN
Q4ADV7	RIC1 CIP150 KIAA1432	RIC1_HUMAN
Q15835	GRK1 RHOK	RK_HUMAN
Q96HR9	REEP6 C19orf32 DP1L1	REEP6_HUMAN
P48304	REG1B PSPS2 REGL	REG1B_HUMAN
P04808	RLN1	REL1_HUMAN
P04090	RLN2	REL2_HUMAN
Q01201	RELB	RELB_HUMAN
Q6BDI9	REP15	REP15_HUMAN
Q96A58	RERG	RERG_HUMAN
P50120	RBP2 CRBP2	RET2_HUMAN
P10745	RBP3	RET3_HUMAN
Q9UBZ9	REV1 REV1L	REV1_HUMAN
P35249	RFC4	RFC4_HUMAN
P40937	RFC5	RFC5_HUMAN
Q9BXF6	RAB11FIP5 GAF1 KIAA0857 RIP11	RFIP5_HUMAN
Q9NWB1	RBFOX1 A2BP A2BP1 FOX1 HRNBP1	RFOX1_HUMAN
Q5HYW3	RGAG4 KIAA2001	RGAG4_HUMAN
Q6ZVN8	HFE2 HJV RGMC	RGMC_HUMAN
P58872	RHBDL3 RHBDL4 VRHO	RHBL3_HUMAN
Q8TEB9	RHBDD1 RHBDL4 HSD-50 HSD50	RHBL4_HUMAN
Q96D21	RASD2 TEM2	RHES_HUMAN
Q6ZRI8	ARHGAP36	RHG36_HUMAN
A6NI28	ARHGAP42 GRAF3	RHG42_HUMAN
Q6P4F7	ARHGAP11A KIAA0013	RHGBA_HUMAN
Q8TB24	RIN3	RIN3_HUMAN
Q9BRS2	RIOK1	RIOK1_HUMAN
O14730	RIOK3 SUDD	RIOK3_HUMAN
P50914	RPL14	RL14_HUMAN
O94761	RECQL4 RECQ4	RECQ4_HUMAN
P35244	RPA3 REPA3 RPA14	RFA3_HUMAN
P40938	RFC3	RFC3_HUMAN
Q86YS3	RAB11FIP4 ARFO2 KIAA1821	RFIP4_HUMAN
O43251	RBFOX2 FOX2 HRNBP2 RBM9 RTA	RFOX2_HUMAN
Q6ZWI9	RFPL4B RNF211	RFPLB_HUMAN
Q8NHY2	RFWD2 COP1 RNF200	RFWD2_HUMAN
