Entry	Entry_name	Gene_names
P00387	NB5R3_HUMAN	CYB5R3
P00390	GSHR_HUMAN	GSR
P00395	COX1_HUMAN	MT-CO1
P00414	COX3_HUMAN	MT-CO3
P00439	PH4H_HUMAN	PAH
P00441	SODC_HUMAN	SOD1
P00450	CERU_HUMAN	CP
P00451	FA8_HUMAN	F8
P00480	OTC_HUMAN	OTC
P00488	F13A_HUMAN	F13A1
P00491	PNPH_HUMAN	PNP
P00492	HPRT_HUMAN	HPRT1
P00519	ABL1_HUMAN	ABL1
P00533	EGFR_HUMAN	EGFR
P00558	PGK1_HUMAN	PGK1
P00568	KAD1_HUMAN	AK1
P00734	THRB_HUMAN	F2
P00736	C1R_HUMAN	C1R
P00740	FA9_HUMAN	F9
P00742	FA10_HUMAN	F10
P00746	CFAD_HUMAN	CFD
P00747	PLMN_HUMAN	PLG
P00748	FA12_HUMAN	F12
P00749	UROK_HUMAN	PLAU
P00750	TPA_HUMAN	PLAT
P00797	RENI_HUMAN	REN
P00813	ADA_HUMAN	ADA
P00918	CAH2_HUMAN	CA2
P00966	ASSY_HUMAN	ASS1
P00995	ISK1_HUMAN	SPINK1
P01008	ANT3_HUMAN	SERPINC1
P01009	A1AT_HUMAN	SERPINA1
P01019	ANGT_HUMAN	AGT
P01023	A2MG_HUMAN	A2M
P01024	CO3_HUMAN	C3
P01031	CO5_HUMAN	C5
P01034	CYTC_HUMAN	CST3
P01040	CYTA_HUMAN	CSTA
P01100	FOS_HUMAN	FOS
P01106	MYC_HUMAN	MYC
P01111	RASN_HUMAN	NRAS
P01112	RASH_HUMAN	HRAS
P01116	RASK_HUMAN	KRAS
P01127	PDGFB_HUMAN	PDGFB
P01130	LDLR_HUMAN	LDLR
P01133	EGF_HUMAN	EGF
P01135	TGFA_HUMAN	TGFA
P01137	TGFB1_HUMAN	TGFB1
P01138	NGF_HUMAN	NGF
P01148	GON1_HUMAN	GNRH1
P01160	ANF_HUMAN	NPPA
P01185	NEU2_HUMAN	AVP
P01189	COLI_HUMAN	POMC
P01213	PDYN_HUMAN	PDYN
P01222	TSHB_HUMAN	TSHB
P01225	FSHB_HUMAN	FSHB
P01229	LSHB_HUMAN	LHB
P01241	SOMA_HUMAN	GH1
P01266	THYG_HUMAN	TG
P01270	PTHY_HUMAN	PTH
P01308	INS_HUMAN	INS
P01375	TNFA_HUMAN	TNF
P01589	IL2RA_HUMAN	IL2RA
P01732	CD8A_HUMAN	CD8A
P01903	DRA_HUMAN	HLA-DRA
P01911	2B1F_HUMAN	HLA-DRB1
P01912	2B13_HUMAN	HLA-DRB1
P01920	DQB1_HUMAN	HLA-DQB1
P02008	HBAZ_HUMAN	HBZ
P02042	HBD_HUMAN	HBD
P02100	HBE_HUMAN	HBE1
P02452	CO1A1_HUMAN	COL1A1
P02458	CO2A1_HUMAN	COL2A1
P02461	CO3A1_HUMAN	COL3A1
P02462	CO4A1_HUMAN	COL4A1
P02489	CRYAA_HUMAN	CRYAA
P02511	CRYAB_HUMAN	CRYAB
P02533	K1C14_HUMAN	KRT14
P02538	K2C6A_HUMAN	KRT6A
P02545	LMNA_HUMAN	LMNA
P02549	SPTA1_HUMAN	SPTA1
P02647	APOA1_HUMAN	APOA1
P02649	APOE_HUMAN	APOE
P02655	APOC2_HUMAN	APOC2
P02656	APOC3_HUMAN	APOC3
P02671	FIBA_HUMAN	FGA
P02675	FIBB_HUMAN	FGB
P02708	ACHA_HUMAN	CHRNA1
P02730	B3AT_HUMAN	SLC4A1
P02745	C1QA_HUMAN	C1QA
P02746	C1QB_HUMAN	C1QB
P02747	C1QC_HUMAN	C1QC
P02748	CO9_HUMAN	C9
P02751	FINC_HUMAN	FN1
P02753	RET4_HUMAN	RBP4
P02766	TTHY_HUMAN	TTR
P02771	FETA_HUMAN	AFP
P02787	TRFE_HUMAN	TF
P02792	FRIL_HUMAN	FTL
P03886	NU1M_HUMAN	MT-ND1
P03891	NU2M_HUMAN	MT-ND2
P03915	NU5M_HUMAN	MT-ND5
P03923	NU6M_HUMAN	MT-ND6
P03950	ANGI_HUMAN	ANG
P03951	FA11_HUMAN	F11
P03952	KLKB1_HUMAN	KLKB1
P03956	MMP1_HUMAN	MMP1
P03971	MIS_HUMAN	AMH
P03999	OPSB_HUMAN	OPN1SW
P04001	OPSG_HUMAN	OPN1MW
P04040	CATA_HUMAN	CAT
P04049	RAF1_HUMAN	RAF1
P04062	GLCM_HUMAN	GBA
P04066	FUCO_HUMAN	FUCA1
P04070	PROC_HUMAN	PROC
P04075	ALDOA_HUMAN	ALDOA
P04080	CYTB_HUMAN	CSTB
P04114	APOB_HUMAN	APOB
P04150	GCR_HUMAN	NR3C1
P04156	PRIO_HUMAN	PRNP
P04180	LCAT_HUMAN	LCAT
P04181	OAT_HUMAN	OAT
P04196	HRG_HUMAN	HRG
P04198	MYCN_HUMAN	MYCN
P04234	CD3D_HUMAN	CD3D
P04259	K2C6B_HUMAN	KRT6B
P04264	K2C1_HUMAN	KRT1
P04275	VWF_HUMAN	VWF
P04350	TBB4A_HUMAN	TUBB4A
P04424	ARLY_HUMAN	ASL
P04626	ERBB2_HUMAN	ERBB2
P04628	WNT1_HUMAN	WNT1
P04629	NTRK1_HUMAN	NTRK1
P04637	P53_HUMAN	TP53
P04792	HSPB1_HUMAN	HSPB1
P04798	CP1A1_HUMAN	CYP1A1
P04839	CY24B_HUMAN	CYBB
P04899	GNAI2_HUMAN	GNAI2
P05019	IGF1_HUMAN	IGF1
P05062	ALDOB_HUMAN	ALDOB
P05067	A4_HUMAN	APP
P05089	ARGI1_HUMAN	ARG1
P05091	ALDH2_HUMAN	ALDH2
P05093	CP17A_HUMAN	CYP17A1
P05106	ITB3_HUMAN	ITGB3
P05107	ITB2_HUMAN	ITGB2
P05108	CP11A_HUMAN	CYP11A1
P05121	PAI1_HUMAN	SERPINE1
P05129	KPCG_HUMAN	PRKCG
P05155	IC1_HUMAN	SERPING1
P05156	CFAI_HUMAN	CFI
P05160	F13B_HUMAN	F13B
P05164	PERM_HUMAN	MPO
P05165	PCCA_HUMAN	PCCA
P05166	PCCB_HUMAN	PCCB
P05177	CP1A2_HUMAN	CYP1A2
P05186	PPBT_HUMAN	ALPL
P05362	ICAM1_HUMAN	ICAM1
P05451	REG1A_HUMAN	REG1A
P05543	THBG_HUMAN	SERPINA7
P05546	HEP2_HUMAN	SERPIND1
P05549	AP2A_HUMAN	TFAP2A
P05783	K1C18_HUMAN	KRT18
P05787	K2C8_HUMAN	KRT8
P05813	CRBA1_HUMAN	CRYBA1
P05997	CO5A2_HUMAN	COL5A2
P06132	DCUP_HUMAN	UROD
P06213	INSR_HUMAN	INSR
P06276	CHLE_HUMAN	BCHE
P06280	AGAL_HUMAN	GLA
P06396	GELS_HUMAN	GSN
P06400	RB_HUMAN	RB1
P06401	PRGR_HUMAN	PGR
P06681	CO2_HUMAN	C2
P06731	CEAM5_HUMAN	CEACAM5
P06737	PYGL_HUMAN	PYGL
P06744	G6PI_HUMAN	GPI
P06748	NPM_HUMAN	NPM1
P06753	TPM3_HUMAN	TPM3
P06850	CRF_HUMAN	CRH
P06858	LIPL_HUMAN	LPL
P06865	HEXA_HUMAN	HEXA
P07099	HYEP_HUMAN	EPHX1
P07101	TY3H_HUMAN	TH
P07108	ACBP_HUMAN	DBI
P07196	NFL_HUMAN	NEFL
P07202	PERT_HUMAN	TPO
P07203	GPX1_HUMAN	GPX1
P07204	TRBM_HUMAN	THBD
P07225	PROS_HUMAN	PROS1
P07237	PDIA1_HUMAN	P4HB
P07315	CRGC_HUMAN	CRYGC
P07316	CRGB_HUMAN	CRYGB
P07320	CRGD_HUMAN	CRYGD
P07333	CSF1R_HUMAN	CSF1R
P07339	CATD_HUMAN	CTSD
P07357	CO8A_HUMAN	C8A
P07358	CO8B_HUMAN	C8B
P07359	GP1BA_HUMAN	GP1BA
P07477	TRY1_HUMAN	PRSS1
P07510	ACHG_HUMAN	CHRNG
P07585	PGS2_HUMAN	DCN
P07602	SAP_HUMAN	PSAP
P07686	HEXB_HUMAN	HEXB
P07737	PROF1_HUMAN	PFN1
P07738	PMGE_HUMAN	BPGM
P07741	APT_HUMAN	APRT
P07766	CD3E_HUMAN	CD3E
P07902	GALT_HUMAN	GALT
P07911	UROM_HUMAN	UMOD
P07942	LAMB1_HUMAN	LAMB1
P07949	RET_HUMAN	RET
P07951	TPM2_HUMAN	TPM2
P07954	FUMH_HUMAN	FH
P07988	PSPB_HUMAN	SFTPB
P07992	ERCC1_HUMAN	ERCC1
P08034	CXB1_HUMAN	GJB1
P08048	ZFY_HUMAN	ZFY
P08069	IGF1R_HUMAN	IGF1R
P08100	OPSD_HUMAN	RHO
P08123	CO1A2_HUMAN	COL1A2
P08183	MDR1_HUMAN	ABCB1
P08185	CBG_HUMAN	SERPINA6
P08235	MCR_HUMAN	NR3C2
P08236	BGLR_HUMAN	GUSB
P08237	PFKAM_HUMAN	PFKM
P08243	ASNS_HUMAN	ASNS
P08246	ELNE_HUMAN	ELANE
P08247	SYPH_HUMAN	SYP
P08253	MMP2_HUMAN	MMP2
P08397	HEM3_HUMAN	HMBS
P08493	MGP_HUMAN	MGP
P08514	ITA2B_HUMAN	ITGA2B
P08559	ODPA_HUMAN	PDHA1
P08572	CO4A2_HUMAN	COL4A2
P08574	CY1_HUMAN	CYC1
P08581	MET_HUMAN	MET
P08590	MYL3_HUMAN	MYL3
P08603	CFAH_HUMAN	CFH
P08670	VIME_HUMAN	VIM
P08686	CP21A_HUMAN	CYP21A2
P08697	A2AP_HUMAN	SERPINF2
P08709	FA7_HUMAN	F7
P08754	GNAI3_HUMAN	GNAI3
P08779	K1C16_HUMAN	KRT16
P08842	STS_HUMAN	STS
P08865	RSSA_HUMAN	RPSA
P08908	5HT1A_HUMAN	HTR1A
P08F94	PKHD1_HUMAN	PKHD1
P09001	RM03_HUMAN	MRPL3
P09105	HBAT_HUMAN	HBQ1
P09131	P3_HUMAN	SLC10A3
P09172	DOPO_HUMAN	DBH
P09417	DHPR_HUMAN	QDPR
P09467	F16P1_HUMAN	FBP1
P09471	GNAO_HUMAN	GNAO1
P09493	TPM1_HUMAN	TPM1
P09601	HMOX1_HUMAN	HMOX1
P09619	PGFRB_HUMAN	PDGFRB
P09622	DLDH_HUMAN	DLD
P09668	CATH_HUMAN	CTSH
P09681	GIP_HUMAN	GIP
P09693	CD3G_HUMAN	CD3G
P09758	TACD2_HUMAN	TACSTD2
P09848	LPH_HUMAN	LCT
P09871	C1S_HUMAN	C1S
P09884	DPOLA_HUMAN	POLA1
P09936	UCHL1_HUMAN	UCHL1
P0C0E4	RB40L_HUMAN	RAB40AL
P0C0L4	CO4A_HUMAN	C4A
P0CG37	CFC1_HUMAN	CFC1
P0CG47	UBB_HUMAN	UBB
P0CJ85	DU4L2_HUMAN	DUX4L2
P0CJ86	DU4L3_HUMAN	DUX4L3
P0CJ88	DU4L5_HUMAN	DUX4L5
P0CJ89	DU4L6_HUMAN	DUX4L6
P0CJ90	DU4L7_HUMAN	DUX4L7
P0CW18	PRS56_HUMAN	PRSS56
P08708	RS17_HUMAN	RPS17
P0DI81	TPC2A_HUMAN	TRAPPC2
P0DI82	TPC2B_HUMAN	TRAPPC2B
P10070	GLI2_HUMAN	GLI2
P10071	GLI3_HUMAN	GLI3
P10242	MYB_HUMAN	MYB
P10253	LYAG_HUMAN	GAA
P10275	ANDR_HUMAN	AR
P10276	RARA_HUMAN	RARA
P10398	ARAF_HUMAN	ARAF
P10415	BCL2_HUMAN	BCL2
P10515	ODP2_HUMAN	DLAT
P10523	ARRS_HUMAN	SAG
P10600	TGFB3_HUMAN	TGFB3
P10619	PPGB_HUMAN	CTSA
P10636	TAU_HUMAN	MAPT
P10643	CO7_HUMAN	C7
P10644	KAP0_HUMAN	PRKAR1A
P10721	KIT_HUMAN	KIT
P10745	RET3_HUMAN	RBP3
P10746	HEM4_HUMAN	UROS
P10809	CH60_HUMAN	HSPD1
P10826	RARB_HUMAN	RARB
P10827	THA_HUMAN	THRA
P10828	THB_HUMAN	THRB
P10911	MCF2_HUMAN	MCF2
P10912	GHR_HUMAN	GHR
P10914	IRF1_HUMAN	IRF1
P10916	MLRV_HUMAN	MYL2
P11055	MYH3_HUMAN	MYH3
P11086	PNMT_HUMAN	PNMT
P11117	PPAL_HUMAN	ACP2
P11150	LIPC_HUMAN	LIPC
P11161	EGR2_HUMAN	EGR2
P11166	GTR1_HUMAN	SLC2A1
P11168	GTR2_HUMAN	SLC2A2
P11171	41_HUMAN	EPB41
P11172	UMPS_HUMAN	UMPS
P11177	ODPB_HUMAN	PDHB
P11182	ODB2_HUMAN	DBT
P11215	ITAM_HUMAN	ITGAM
P11217	PYGM_HUMAN	PYGM
P11230	ACHB_HUMAN	CHRNB1
P11274	BCR_HUMAN	BCR
P11277	SPTB1_HUMAN	SPTB
P11310	ACADM_HUMAN	ACADM
P11362	FGFR1_HUMAN	FGFR1
P11388	TOP2A_HUMAN	TOP2A
P11413	G6PD_HUMAN	G6PD
P11464	PSG1_HUMAN	PSG1
P11473	VDR_HUMAN	VDR
P11487	FGF3_HUMAN	FGF3
P11488	GNAT1_HUMAN	GNAT1
P11498	PYC_HUMAN	PC
P11509	CP2A6_HUMAN	CYP2A6
P11511	CP19A_HUMAN	CYP19A1
P11532	DMD_HUMAN	DMD
P11597	CETP_HUMAN	CETP
P11678	PERE_HUMAN	EPX
P11686	PSPC_HUMAN	SFTPC
P11712	CP2C9_HUMAN	CYP2C9
P11717	MPRI_HUMAN	IGF2R
P11802	CDK4_HUMAN	CDK4
P11836	CD20_HUMAN	MS4A1
P11912	CD79A_HUMAN	CD79A
P12035	K2C3_HUMAN	KRT3
P12081	SYHC_HUMAN	HARS
P12107	COBA1_HUMAN	COL11A1
P12109	CO6A1_HUMAN	COL6A1
P12110	CO6A2_HUMAN	COL6A2
P12111	CO6A3_HUMAN	COL6A3
P12235	ADT1_HUMAN	SLC25A4
P12259	FA5_HUMAN	F5
P12271	RLBP1_HUMAN	RLBP1
P12272	PTHR_HUMAN	PTHLH
P12643	BMP2_HUMAN	BMP2
P12644	BMP4_HUMAN	BMP4
P12694	ODBA_HUMAN	BCKDHA
P12755	SKI_HUMAN	SKI
P12814	ACTN1_HUMAN	ACTN1
P12821	ACE_HUMAN	ACE
P12830	CADH1_HUMAN	CDH1
P12883	MYH7_HUMAN	MYH7
P12955	PEPD_HUMAN	PEPD
P12980	LYL1_HUMAN	LYL1
P13051	UNG_HUMAN	UNG
P13224	GP1BB_HUMAN	GP1BB
P13473	LAMP2_HUMAN	LAMP2
P13497	BMP1_HUMAN	BMP1
P13498	CY24A_HUMAN	CYBA
P13533	MYH6_HUMAN	MYH6
P13535	MYH8_HUMAN	MYH8
P13569	CFTR_HUMAN	CFTR
P13611	CSPG2_HUMAN	VCAN
P13637	AT1A3_HUMAN	ATP1A3
P13639	EF2_HUMAN	EEF2
P13645	K1C10_HUMAN	KRT10
P13646	K1C13_HUMAN	KRT13
P13647	K2C5_HUMAN	KRT5
P13671	CO6_HUMAN	C6
P13682	ZNF35_HUMAN	ZNF35
P13686	PPA5_HUMAN	ACP5
P13716	HEM2_HUMAN	ALAD
P13797	PLST_HUMAN	PLS3
P13804	ETFA_HUMAN	ETFA
P13805	TNNT1_HUMAN	TNNT1
P13807	GYS1_HUMAN	GYS1
P13866	SC5A1_HUMAN	SLC5A1
P13929	ENOB_HUMAN	ENO3
P13942	COBA2_HUMAN	COL11A2
P13987	CD59_HUMAN	CD59
P14136	GFAP_HUMAN	GFAP
P14138	EDN3_HUMAN	EDN3
P14174	MIF_HUMAN	MIF
P14210	HGF_HUMAN	HGF
P14222	PERF_HUMAN	PRF1
P14314	GLU2B_HUMAN	PRKCSH
P14410	SUIS_HUMAN	SI
P14416	DRD2_HUMAN	DRD2
P14598	NCF1_HUMAN	NCF1
P14653	HXB1_HUMAN	HOXB1
P14679	TYRO_HUMAN	TYR
P14770	GPIX_HUMAN	GP9
P14780	MMP9_HUMAN	MMP9
P14784	IL2RB_HUMAN	IL2RB
P14854	CX6B1_HUMAN	COX6B1
P14868	SYDC_HUMAN	DARS
P14923	PLAK_HUMAN	JUP
P14927	QCR7_HUMAN	UQCRB
P15056	BRAF_HUMAN	BRAF
P15104	GLNA_HUMAN	GLUL
P15151	PVR_HUMAN	PVR
P15153	RAC2_HUMAN	RAC2
P15169	CBPN_HUMAN	CPN1
P15259	PGAM2_HUMAN	PGAM2
P15260	INGR1_HUMAN	IFNGR1
P15289	ARSA_HUMAN	ARSA
P15291	B4GT1_HUMAN	B4GALT1
P15313	VATB1_HUMAN	ATP6V1B1
P15328	FOLR1_HUMAN	FOLR1
P15382	KCNE1_HUMAN	KCNE1
P15391	CD19_HUMAN	CD19
P15428	PGDH_HUMAN	HPGD
P15502	ELN_HUMAN	ELN
P15509	CSF2R_HUMAN	CSF2RA
P15531	NDKA_HUMAN	NME1
P15538	C11B1_HUMAN	CYP11B1
P15586	GNS_HUMAN	GNS
P15735	PHKG2_HUMAN	PHKG2
P15814	IGLL1_HUMAN	IGLL1
P15848	ARSB_HUMAN	ARSB
P15882	CHIN_HUMAN	CHN1
P15884	ITF2_HUMAN	TCF4
P15918	RAG1_HUMAN	RAG1
P15924	DESP_HUMAN	DSP
P15941	MUC1_HUMAN	MUC1
P15976	GATA1_HUMAN	GATA1
P16118	F261_HUMAN	PFKFB1
P16144	ITB4_HUMAN	ITGB4
P16157	ANK1_HUMAN	ANK1
P16219	ACADS_HUMAN	ACADS
P16220	CREB1_HUMAN	CREB1
P16233	LIPP_HUMAN	PNLIP
P16234	PGFRA_HUMAN	PDGFRA
P16278	BGAL_HUMAN	GLB1
P16422	EPCAM_HUMAN	EPCAM
P16435	NCPR_HUMAN	POR
P16444	DPEP1_HUMAN	DPEP1
P16452	EPB42_HUMAN	EPB42
P16473	TSHR_HUMAN	TSHR
P16499	PDE6A_HUMAN	PDE6A
P16615	AT2A2_HUMAN	ATP2A2
P16671	CD36_HUMAN	CD36
P16871	IL7RA_HUMAN	IL7R
P16885	PLCG2_HUMAN	PLCG2
P16930	FAAA_HUMAN	FAH
P17010	ZFX_HUMAN	ZFX
P17050	NAGAB_HUMAN	NAGA
P17096	HMGA1_HUMAN	HMGA1
P17252	KPCA_HUMAN	PRKCA
P17301	ITA2_HUMAN	ITGA2
P17302	CXA1_HUMAN	GJA1
P17405	ASM_HUMAN	SMPD1
P17542	TAL1_HUMAN	TAL1
P17600	SYN1_HUMAN	SYN1
P17643	TYRP1_HUMAN	TYRP1
P17661	DESM_HUMAN	DES
P17706	PTN2_HUMAN	PTPN2
P17735	ATTY_HUMAN	TAT
P17787	ACHB2_HUMAN	CHRNB2
P17813	EGLN_HUMAN	ENG
P17900	SAP3_HUMAN	GM2A
P18074	ERCC2_HUMAN	ERCC2
P18077	RL35A_HUMAN	RPL35A
P18206	VINC_HUMAN	VCL
P18440	ARY1_HUMAN	NAT1
P18507	GBRG2_HUMAN	GABRG2
P18510	IL1RA_HUMAN	IL1RN
P18545	CNRG_HUMAN	PDE6G
P19087	GNAT2_HUMAN	GNAT2
P19099	C11B2_HUMAN	CYP11B2
P19367	HXK1_HUMAN	HK1
P19404	NDUV2_HUMAN	NDUFV2
P19419	ELK1_HUMAN	ELK1
P19429	TNNI3_HUMAN	TNNI3
P19438	TNR1A_HUMAN	TNFRSF1A
P19447	ERCC3_HUMAN	ERCC3
P19526	FUT1_HUMAN	FUT1
P19544	WT1_HUMAN	WT1
P19878	NCF2_HUMAN	NCF2
P19957	ELAF_HUMAN	PI3
P19971	TYPH_HUMAN	TYMP
P20023	CR2_HUMAN	CR2
P20062	TCO2_HUMAN	TCN2
P20226	TBP_HUMAN	TBP
P20309	ACM3_HUMAN	CHRM3
P20396	TRH_HUMAN	TRH
P20594	ANPRB_HUMAN	NPR2
P20700	LMNB1_HUMAN	LMNB1
P20711	DDC_HUMAN	DDC
P20749	BCL3_HUMAN	BCL3
P20794	MAK_HUMAN	MAK
P20807	CAN3_HUMAN	CAPN3
P20823	HNF1A_HUMAN	HNF1A
P20839	IMDH1_HUMAN	IMPDH1
P20849	CO9A1_HUMAN	COL9A1
P20908	CO5A1_HUMAN	COL5A1
P20929	NEBU_HUMAN	NEB
P20930	FILA_HUMAN	FLG
P20933	ASPG_HUMAN	AGA
P20936	RASA1_HUMAN	RASA1
P20963	CD3Z_HUMAN	CD247
P21127	CD11B_HUMAN	CDK11B
P21333	FLNA_HUMAN	FLNA
P21359	NF1_HUMAN	NF1
P21397	AOFA_HUMAN	MAOA
P21439	MDR3_HUMAN	ABCB4
P21549	SPYA_HUMAN	AGXT
P21583	SCF_HUMAN	KITLG
P21589	5NTD_HUMAN	NT5E
P21675	TAF1_HUMAN	TAF1
P21695	GPDA_HUMAN	GPD1
P21757	MSRE_HUMAN	MSR1
P21802	FGFR2_HUMAN	FGFR2
P21817	RYR1_HUMAN	RYR1
P21860	ERBB3_HUMAN	ERBB3
P21912	SDHB_HUMAN	SDHB
P21953	ODBB_HUMAN	BCKDHB
P21964	COMT_HUMAN	COMT
P22033	MUTA_HUMAN	MUT
P22090	RS4Y1_HUMAN	RPS4Y1
P22105	TENX_HUMAN	TNXB
P22223	CADH3_HUMAN	CDH3
P22304	IDS_HUMAN	IDS
P22307	NLTP_HUMAN	SCP2
P22309	UD11_HUMAN	UGT1A1
P22314	UBA1_HUMAN	UBA1
P22413	ENPP1_HUMAN	ENPP1
P22460	KCNA5_HUMAN	KCNA5
P22557	HEM0_HUMAN	ALAS2
P22607	FGFR3_HUMAN	FGFR3
P22681	CBL_HUMAN	CBL
P22695	QCR2_HUMAN	UQCRC2
P22735	TGM1_HUMAN	TGM1
P22748	CAH4_HUMAN	CA4
P22830	HEMH_HUMAN	FECH
P22888	LSHR_HUMAN	LHCGR
P22914	CRBS_HUMAN	CRYGS
P23025	XPA_HUMAN	XPA
P23109	AMPD1_HUMAN	AMPD1
P23141	EST1_HUMAN	CES1
P23142	FBLN1_HUMAN	FBLN1
P23229	ITA6_HUMAN	ITGA6
P23258	TBG1_HUMAN	TUBG1
P23284	PPIB_HUMAN	PPIB
P23352	KALM_HUMAN	ANOS1
P23378	GCSP_HUMAN	GLDC
P23409	MYF6_HUMAN	MYF6
P23415	GLRA1_HUMAN	GLRA1
P23434	GCSH_HUMAN	GCSH
P23490	LORI_HUMAN	LOR
P23508	CRCM_HUMAN	MCC
P23510	TNFL4_HUMAN	TNFSF4
P23526	SAHH_HUMAN	AHCY
P23560	BDNF_HUMAN	BDNF
P23759	PAX7_HUMAN	PAX7
P23760	PAX3_HUMAN	PAX3
P23769	GATA2_HUMAN	GATA2
P23771	GATA3_HUMAN	GATA3
P23786	CPT2_HUMAN	CPT2
P23942	PRPH2_HUMAN	PRPH2
P23945	FSHR_HUMAN	FSHR
P23975	SC6A2_HUMAN	SLC6A2
P24043	LAMA2_HUMAN	LAMA2
P24311	COX7B_HUMAN	COX7B
P24385	CCND1_HUMAN	CCND1
P24386	RAE1_HUMAN	CHM
P24530	EDNRB_HUMAN	EDNRB
P24557	THAS_HUMAN	TBXAS1
P24752	THIL_HUMAN	ACAT1
P25054	APC_HUMAN	APC
P25067	CO8A2_HUMAN	COL8A2
P25092	GUC2C_HUMAN	GUCY2C
P25101	EDNRA_HUMAN	EDNRA
P25189	MYP0_HUMAN	MPZ
P25445	TNR6_HUMAN	FAS
P25705	ATPA_HUMAN	ATP5F1A
P25942	TNR5_HUMAN	CD40
P25963	IKBA_HUMAN	NFKBIA
P26006	ITA3_HUMAN	ITGA3
P26358	DNMT1_HUMAN	DNMT1
P26367	PAX6_HUMAN	PAX6
P26439	3BHS2_HUMAN	HSD3B2
P26440	IVD_HUMAN	IVD
P26678	PPLA_HUMAN	PLN
P26842	CD27_HUMAN	CD27
P26951	IL3RA_HUMAN	IL3RA
P26998	CRBB3_HUMAN	CRYBB3
P27105	STOM_HUMAN	STOM
P27169	PON1_HUMAN	PON1
P27338	AOFB_HUMAN	MAOB
P27352	IF_HUMAN	GIF
P27539	GDF1_HUMAN	GDF1
P27707	DCK_HUMAN	DCK
P27918	PROP_HUMAN	CFP
P27986	P85A_HUMAN	PIK3R1
P28062	PSB8_HUMAN	PSMB8
P28069	PIT1_HUMAN	POU1F1
P28288	ABCD3_HUMAN	ABCD3
P28328	PEX2_HUMAN	PEX2
P28329	CLAT_HUMAN	CHAT
P28331	NDUS1_HUMAN	NDUFS1
P28347	TEAD1_HUMAN	TEAD1
P28358	HXD10_HUMAN	HOXD10
P28360	MSX1_HUMAN	MSX1
P28472	GBRB3_HUMAN	GABRB3
P28715	ERCC5_HUMAN	ERCC5
P28799	GRN_HUMAN	GRN
P28845	DHI1_HUMAN	HSD11B1
P29033	CXB2_HUMAN	GJB2
P29120	NEC1_HUMAN	PCSK1
P29279	CTGF_HUMAN	CTGF
P29317	EPHA2_HUMAN	EPHA2
P29323	EPHB2_HUMAN	EPHB2
P29371	NK3R_HUMAN	TACR3
P29377	S100G_HUMAN	S100G
P29400	CO4A5_HUMAN	COL4A5
P29460	IL12B_HUMAN	IL12B
P29597	TYK2_HUMAN	TYK2
P29965	CD40L_HUMAN	CD40LG
P29973	CNGA1_HUMAN	CNGA1
P29992	GNA11_HUMAN	GNA11
P30038	AL4A1_HUMAN	ALDH4A1
P30154	2AAB_HUMAN	PPP2R1B
P30518	V2R_HUMAN	AVPR2
P30550	GRPR_HUMAN	GRPR
P30556	AGTR1_HUMAN	AGTR1
P30566	PUR8_HUMAN	ADSL
P30613	KPYR_HUMAN	PKLR
P30793	GCH1_HUMAN	GCH1
P30968	GNRHR_HUMAN	GNRHR
P31040	SDHA_HUMAN	SDHA
P31146	COR1A_HUMAN	CORO1A
P31150	GDIA_HUMAN	GDI1
P31213	S5A2_HUMAN	SRD5A2
P31270	HXA11_HUMAN	HOXA11
P31271	HXA13_HUMAN	HOXA13
P31276	HXC13_HUMAN	HOXC13
P31314	TLX1_HUMAN	TLX1
P31327	CPSM_HUMAN	CPS1
P31371	FGF9_HUMAN	FGF9
P31483	TIA1_HUMAN	TIA1
P31513	FMO3_HUMAN	FMO3
P31639	SC5A2_HUMAN	SLC5A2
P31749	AKT1_HUMAN	AKT1
P31751	AKT2_HUMAN	AKT2
P31785	IL2RG_HUMAN	IL2RG
P31939	PUR9_HUMAN	ATIC
P31995	FCG2C_HUMAN	FCGR2C
P32004	L1CAM_HUMAN	L1CAM
P32189	GLPK_HUMAN	GK
P32243	OTX2_HUMAN	OTX2
P32245	MC4R_HUMAN	MC4R
P32322	P5CR1_HUMAN	PYCR1
P32754	HPPD_HUMAN	HPD
P32927	IL3RB_HUMAN	CSF2RB
P32929	CGL_HUMAN	CTH
P33076	C2TA_HUMAN	CIITA
P33261	CP2CJ_HUMAN	CYP2C19
P33897	ABCD1_HUMAN	ABCD1
P33991	MCM4_HUMAN	MCM4
P34059	GALNS_HUMAN	GALNS
P34130	NTF4_HUMAN	NTF4
P34903	GBRA3_HUMAN	GABRA3
P34913	HYES_HUMAN	EPHX2
P34949	MPI_HUMAN	MPI
P34981	TRFR_HUMAN	TRHR
P35219	CAH8_HUMAN	CA8
P35222	CTNB1_HUMAN	CTNNB1
P35232	PHB_HUMAN	PHB
P35237	SPB6_HUMAN	SERPINB6
P35240	MERL_HUMAN	NF2
P35241	RADI_HUMAN	RDX
P35243	RECO_HUMAN	RCVRN
P35247	SFTPD_HUMAN	SFTPD
P35270	SPRE_HUMAN	SPR
P35346	SSR5_HUMAN	SSTR5
P35453	HXD13_HUMAN	HOXD13
P35475	IDUA_HUMAN	IDUA
P35498	SCN1A_HUMAN	SCN1A
P35499	SCN4A_HUMAN	SCN4A
P35520	CBS_HUMAN	CBS
P35523	CLCN1_HUMAN	CLCN1
